Key,Module,Translation
summon.summons_without_five_star,summon,Призывов без 5★+:
summon.summons_without_five_star_plus,summon,Призывов без 5★+
summon.table_character,summon,Персонаж
summon.table_drop_rate,summon,Шанс Выпадения
summon.table_profession,summon,Профессия
summon.table_rarity,summon,Редкость
summon.table_type,summon,Тип
summon.title,summon,Симулятор Призыва/Рекрутинга
summon.total_pulls,summon,Всего Призывов
summon.total_value,summon,Общая Ценность
summon.unique_characters,summon,Уникальных Персонажей
summon.unlucky,summon,Невезучий
summon.very_lucky,summon,ОЧЕНЬ ВЕЗУЧИЙ!
summon.very_unlucky,summon,ОЧЕНЬ НЕВЕЗУЧИЙ
summon.view_profile,summon,Посмотреть ваш профиль
summon.warning_until_guaranteed,summon,{count} призывов до гарантированного 5★!
summon.your_stats,summon,Ваша Статистика
theme.dark,theme,Тёмная
theme.dark_desc,theme,Тёмная тема Endfield tools
theme.high_contrast,theme,Высокий Контраст
theme.light,theme,Светлая
theme.light_desc,theme,Светлая тема Endfield tools
theme.navy,theme,Синяя
weapons.attack,weapons,Атака
weapons.attack_growth,weapons,Рост Атаки
weapons.attack_stats,weapons,Характеристики Атаки
weapons.best_characters,weapons,Лучшие Персонажи для Экипировки
weapons.best_weapons,weapons,Лучшее Оружие
weapons.breakthrough,weapons,Прорыв
weapons.breakthrough_level,weapons,Уровень Прорыва
weapons.compatible_characters,weapons,Совместимые Персонажи
weapons.compatible_characters_desc,weapons,Это оружие может быть экипировано персонажами с таким же типом оружия.
weapons.compatible_weapons,weapons,Совместимое оружие
weapons.description,weapons,Описание
weapons.effects,weapons,Эффекты
weapons.level_up_requirements,weapons,Требования для Повышения Уровня
weapons.max_level,weapons,Максимальный Уровень
weapons.no_skills,weapons,Нет данных о навыках
weapons.passive_attribute,weapons,Пассивная Характеристика
weapons.potential_skill,weapons,Навык Потенциала
weapons.results,weapons,оружие найдено
weapons.search,weapons,Поиск оружия...
weapons.skill_level,weapons,Уровень
weapons.skill_levels_unlocked,weapons,Разблокированные Уровни Навыков
weapons.skills,weapons,Навыки
weapons.skills_talents,weapons,Навыки и Таланты
weapons.special_attribute,weapons,Специальная Характеристика
weapons.stage,weapons,Этап {stage}
weapons.stat_increase,weapons,Увеличение Характеристик
weapons.view_compatible_characters,weapons,Просмотреть Совместимых Персонажей
